donor_id,locality_tier,house_type,donation_2023,donation_2024,donation_2025,consistency_score,preferred_mode,earning_members,target_2026
DN-12249,TIER_2,INDEPENDENT_HOUSE,2750,3050,3400,0.9,UPI,3,3550
DN-12250,TIER_1,CLINIC_PROFESSIONAL,5500,5850,6600,1.0,CASH,2,7300
DN-12251,TIER_1,APARTMENT_FLAT,3350,3750,4250,1.0,UPI,2,4700
DN-12252,TIER_1,INDEPENDENT_HOUSE,3350,3750,4150,0.9,UPI,2,4650
DN-12253,TIER_2,APARTMENT_FLAT,1250,1400,1450,1.0,CASH,2,1600
DN-12254,TIER_2,APARTMENT_FLAT,2950,3250,3700,1.0,UPI,2,3950
DN-12255,TIER_1,APARTMENT_FLAT,4850,5250,5600,0.9,UPI,2,6300
DN-12256,TIER_2,CLINIC_PROFESSIONAL,1450,1650,1850,1.0,UPI,4,2050
DN-12257,TIER_3,APARTMENT_FLAT,600,650,700,0.7,UPI,4,700
DN-12258,TIER_3,APARTMENT_FLAT,550,600,700,1.0,CASH,1,800
DN-12259,TIER_2,APARTMENT_FLAT,0,0,0,0.4,CASH,2,1800
DN-12260,TIER_1,APARTMENT_FLAT,2200,2500,2650,0.9,UPI,3,2900
DN-12261,TIER_1,APARTMENT_FLAT,2150,2350,2700,1.0,UPI,4,2850
DN-12262,TIER_1,APARTMENT_FLAT,2000,2200,2300,0.9,CASH,3,2550
DN-12263,TIER_3,APARTMENT_FLAT,1250,1350,1450,1.0,CASH,2,1650
DN-12264,TIER_1,APARTMENT_FLAT,0,2700,0,0.4,UPI,4,2200
DN-12265,TIER_2,APARTMENT_FLAT,1900,0,0,0.4,UPI,3,1600
DN-12266,TIER_2,APARTMENT_FLAT,800,850,950,0.9,UPI,1,1050
DN-12267,TIER_2,APARTMENT_FLAT,1150,0,1300,0.7,CASH,3,1300
DN-12268,TIER_3,APARTMENT_FLAT,300,350,400,0.9,CASH,2,450
DN-12269,TIER_1,COMMERCIAL_SHOP,7200,7550,8350,1.0,CASH,4,9050
DN-12270,TIER_2,APARTMENT_FLAT,450,500,550,1.0,UPI,2,600
DN-12271,TIER_1,INDEPENDENT_HOUSE,3200,3400,3900,1.0,UPI,2,4450
DN-12272,TIER_2,INDEPENDENT_HOUSE,1800,1950,2100,1.0,CASH,2,2300
DN-12273,TIER_1,APARTMENT_FLAT,3350,3750,4100,1.0,UPI,4,4450
DN-12274,TIER_1,APARTMENT_FLAT,2500,2800,3050,1.0,UPI,3,3300
DN-12275,TIER_2,APARTMENT_FLAT,1700,1900,2050,0.9,CASH,4,2200
DN-12276,TIER_2,APARTMENT_FLAT,1250,1300,1450,1.0,CASH,1,1500
DN-12277,TIER_1,COMMERCIAL_SHOP,4300,4850,5300,0.9,CASH,4,5850
DN-12278,TIER_2,APARTMENT_FLAT,1800,2000,2250,0.9,CASH,4,2450
DN-12279,TIER_2,APARTMENT_FLAT,2150,2350,2500,0.9,CASH,4,2800
DN-12280,TIER_3,CLINIC_PROFESSIONAL,2600,2750,2950,1.0,CASH,4,3100
DN-12281,TIER_2,CLINIC_PROFESSIONAL,750,800,900,1.0,UPI,1,1000
DN-12282,TIER_3,APARTMENT_FLAT,500,550,650,1.0,CASH,2,700
DN-12283,TIER_2,APARTMENT_FLAT,0,2600,0,0.7,UPI,1,2650
DN-12284,TIER_1,INDEPENDENT_HOUSE,1350,1500,1700,1.0,CASH,2,1850
DN-12285,TIER_1,INDEPENDENT_HOUSE,4550,5050,5500,1.0,UPI,2,5750
DN-12286,TIER_3,APARTMENT_FLAT,450,450,500,1.0,UPI,4,550
DN-12287,TIER_1,INDEPENDENT_HOUSE,3850,4350,4550,1.0,UPI,1,5100
DN-12288,TIER_3,COMMERCIAL_SHOP,1500,1650,1800,0.9,UPI,4,1850
DN-12289,TIER_3,INDEPENDENT_HOUSE,750,850,950,1.0,CASH,4,1100
DN-12290,TIER_1,COMMERCIAL_SHOP,3550,3900,4250,1.0,CASH,2,4450
DN-12291,TIER_1,INDEPENDENT_HOUSE,2050,2300,2600,1.0,UPI,4,2950
DN-12292,TIER_1,APARTMENT_FLAT,1850,2100,2250,1.0,CASH,2,2450
DN-12293,TIER_2,APARTMENT_FLAT,1450,1650,1850,1.0,UPI,1,2000
DN-12294,TIER_2,APARTMENT_FLAT,1450,1550,1750,1.0,CASH,3,1950
DN-12295,TIER_2,INDEPENDENT_HOUSE,1200,1350,1450,1.0,CASH,2,1600
DN-12296,TIER_1,APARTMENT_FLAT,2550,2750,3050,1.0,CASH,4,3350
DN-12297,TIER_2,INDEPENDENT_HOUSE,2550,2700,3100,1.0,CASH,2,3450
DN-12298,TIER_2,APARTMENT_FLAT,1050,1100,1250,1.0,CASH,2,1300
DN-12299,TIER_3,APARTMENT_FLAT,0,1200,0,0.7,CASH,1,1150
DN-12300,TIER_3,APARTMENT_FLAT,950,1050,1150,1.0,CASH,1,1300
DN-12301,TIER_2,INDEPENDENT_HOUSE,1050,1150,1300,1.0,CASH,1,1400
DN-12302,TIER_3,COMMERCIAL_SHOP,1000,1100,1200,1.0,UPI,4,1300
DN-12303,TIER_2,CLINIC_PROFESSIONAL,2050,2300,2550,0.9,CASH,3,2850
DN-12304,TIER_3,INDEPENDENT_HOUSE,750,800,900,1.0,UPI,1,950
DN-12305,TIER_3,INDEPENDENT_HOUSE,2050,2250,2400,1.0,CASH,1,2700
DN-12306,TIER_2,APARTMENT_FLAT,2050,2150,2300,0.9,UPI,2,2600
DN-12307,TIER_2,APARTMENT_FLAT,1300,1350,1500,1.0,UPI,1,1700
DN-12308,TIER_1,CLINIC_PROFESSIONAL,3650,3950,4500,1.0,UPI,3,4800
DN-12309,TIER_1,COMMERCIAL_SHOP,7950,8900,9650,1.0,UPI,2,10250
DN-12310,TIER_2,COMMERCIAL_SHOP,2850,3000,3200,1.0,UPI,2,3500
DN-12311,TIER_2,APARTMENT_FLAT,2100,2300,2600,1.0,CASH,2,2950
DN-12312,TIER_1,APARTMENT_FLAT,3650,4000,4550,1.0,CASH,2,4750
DN-12313,TIER_1,COMMERCIAL_SHOP,7500,8000,8500,1.0,UPI,4,9650
DN-12314,TIER_1,APARTMENT_FLAT,1300,1400,1600,0.9,CASH,3,1650
DN-12315,TIER_2,APARTMENT_FLAT,1700,1950,2150,1.0,UPI,2,2350
DN-12316,TIER_3,APARTMENT_FLAT,1150,1250,1400,1.0,UPI,2,1450
DN-12317,TIER_2,APARTMENT_FLAT,950,1000,1100,1.0,UPI,4,1250
DN-12318,TIER_2,INDEPENDENT_HOUSE,2150,0,2450,0.7,CASH,2,2500
DN-12319,TIER_3,APARTMENT_FLAT,1000,1150,1250,1.0,CASH,2,1400
DN-12320,TIER_2,APARTMENT_FLAT,1400,1500,1650,1.0,CASH,2,1800
DN-12321,TIER_2,INDEPENDENT_HOUSE,3000,3150,3450,1.0,CASH,2,3800
DN-12322,TIER_2,APARTMENT_FLAT,900,950,1000,1.0,UPI,4,1100
DN-12323,TIER_1,APARTMENT_FLAT,2250,0,2450,0.4,UPI,2,2000
DN-12324,TIER_2,INDEPENDENT_HOUSE,2400,2550,2750,1.0,CASH,2,2900
DN-12325,TIER_2,INDEPENDENT_HOUSE,800,850,950,1.0,CASH,2,1100
DN-12326,TIER_3,APARTMENT_FLAT,0,0,2150,0.4,CASH,3,1900
DN-12327,TIER_2,COMMERCIAL_SHOP,2700,2800,2950,1.0,CASH,3,3200
DN-12328,TIER_1,APARTMENT_FLAT,4300,4850,5300,1.0,CASH,3,5700
DN-12329,TIER_2,INDEPENDENT_HOUSE,2150,2300,2600,0.7,CASH,2,2700
DN-12330,TIER_2,COMMERCIAL_SHOP,8050,9050,9900,1.0,UPI,4,11250
DN-12331,TIER_1,APARTMENT_FLAT,2400,2700,3050,1.0,UPI,2,3250
DN-12332,TIER_3,APARTMENT_FLAT,700,750,850,1.0,CASH,2,950
DN-12333,TIER_2,APARTMENT_FLAT,2450,2700,0,0.9,CASH,2,3050
DN-12334,TIER_1,APARTMENT_FLAT,2250,2400,2650,1.0,UPI,4,2950
DN-12335,TIER_2,APARTMENT_FLAT,2050,2200,2350,1.0,CASH,4,2700
DN-12336,TIER_1,INDEPENDENT_HOUSE,3500,3700,4050,1.0,CASH,2,4500
DN-12337,TIER_3,INDEPENDENT_HOUSE,2300,2400,2750,1.0,UPI,2,3100
DN-12338,TIER_3,APARTMENT_FLAT,1450,1600,1700,1.0,UPI,2,1850
DN-12339,TIER_2,INDEPENDENT_HOUSE,0,0,0,0.4,CASH,2,2200
DN-12340,TIER_3,INDEPENDENT_HOUSE,1100,1250,1400,1.0,UPI,1,1600
DN-12341,TIER_1,APARTMENT_FLAT,1200,1300,1500,1.0,UPI,3,1700
DN-12342,TIER_2,APARTMENT_FLAT,450,500,550,0.7,UPI,4,600
DN-12343,TIER_2,COMMERCIAL_SHOP,2050,2250,2350,1.0,CASH,4,2550
DN-12344,TIER_2,APARTMENT_FLAT,850,950,1000,1.0,CASH,4,1150
DN-12345,TIER_1,INDEPENDENT_HOUSE,3650,3900,4350,1.0,CASH,3,4600
DN-12346,TIER_3,APARTMENT_FLAT,550,600,700,0.9,CASH,2,800
DN-12347,TIER_1,INDEPENDENT_HOUSE,5850,6350,7000,1.0,UPI,2,7250
DN-12348,TIER_2,APARTMENT_FLAT,950,1000,1050,0.7,UPI,1,1000
DN-12349,TIER_1,COMMERCIAL_SHOP,4400,4750,5100,1.0,CASH,2,5700
DN-12350,TIER_2,APARTMENT_FLAT,1400,1500,1600,1.0,UPI,1,1700
DN-12351,TIER_2,COMMERCIAL_SHOP,3750,4150,4400,1.0,UPI,1,4650
DN-12352,TIER_3,APARTMENT_FLAT,500,550,600,1.0,CASH,2,600
DN-12353,TIER_1,APARTMENT_FLAT,1550,1600,1750,1.0,CASH,4,1850
DN-12354,TIER_2,INDEPENDENT_HOUSE,2600,2750,3150,1.0,CASH,1,3300
DN-12355,TIER_1,COMMERCIAL_SHOP,3700,0,0,0.9,UPI,3,4050
DN-12356,TIER_1,APARTMENT_FLAT,1100,1250,1400,1.0,UPI,4,1500
DN-12357,TIER_3,APARTMENT_FLAT,950,1050,1150,1.0,UPI,2,1200
DN-12358,TIER_3,INDEPENDENT_HOUSE,600,650,700,1.0,CASH,4,750
DN-12359,TIER_1,APARTMENT_FLAT,4900,5450,5800,0.9,CHEQUE,2,6450
DN-12360,TIER_2,INDEPENDENT_HOUSE,1800,1900,2050,0.9,UPI,3,2200
DN-12361,TIER_3,APARTMENT_FLAT,300,350,400,0.7,CASH,2,400
DN-12362,TIER_2,APARTMENT_FLAT,1500,1600,1750,0.9,CASH,3,1850
DN-12363,TIER_1,INDEPENDENT_HOUSE,2200,2300,2600,1.0,CASH,2,2850
DN-12364,TIER_2,APARTMENT_FLAT,0,0,1350,0.7,UPI,3,1400
DN-12365,TIER_2,APARTMENT_FLAT,850,950,1050,1.0,UPI,1,1150
DN-12366,TIER_2,INDEPENDENT_HOUSE,2950,3300,3750,1.0,CASH,1,3950
DN-12367,TIER_2,COMMERCIAL_SHOP,4550,5000,5450,0.9,CASH,3,6150
DN-12368,TIER_3,CLINIC_PROFESSIONAL,650,0,0,0.4,CASH,4,550
DN-12369,TIER_1,COMMERCIAL_SHOP,5200,5700,6200,1.0,CASH,1,6450
DN-12370,TIER_2,APARTMENT_FLAT,1000,1050,1200,1.0,CASH,1,1350
DN-12371,TIER_2,APARTMENT_FLAT,1650,1800,1900,1.0,UPI,4,2050
DN-12372,TIER_1,INDEPENDENT_HOUSE,6000,6650,7450,1.0,CASH,3,8050
DN-12373,TIER_2,INDEPENDENT_HOUSE,3100,3350,3750,1.0,CASH,4,4150
DN-12374,TIER_1,CLINIC_PROFESSIONAL,2900,3250,3650,0.9,CASH,1,3900
DN-12375,TIER_1,INDEPENDENT_HOUSE,3400,3800,4300,0.9,UPI,2,4750
DN-12376,TIER_2,APARTMENT_FLAT,1500,1650,1800,1.0,UPI,2,2050
DN-12377,TIER_2,INDEPENDENT_HOUSE,950,1000,1050,1.0,CASH,1,1150
DN-12378,TIER_3,APARTMENT_FLAT,500,550,600,1.0,CASH,2,650
DN-12379,TIER_2,APARTMENT_FLAT,1750,2000,2200,1.0,CASH,2,2450
DN-12380,TIER_2,APARTMENT_FLAT,2500,2650,2900,1.0,CASH,1,3300
DN-12381,TIER_1,APARTMENT_FLAT,0,0,0,0.7,UPI,2,2250
DN-12382,TIER_2,APARTMENT_FLAT,750,850,0,0.7,CASH,3,850
DN-12383,TIER_2,INDEPENDENT_HOUSE,3500,3800,0,0.7,CASH,4,3800
DN-12384,TIER_1,CLINIC_PROFESSIONAL,4250,4500,4850,1.0,UPI,1,5200
DN-12385,TIER_3,APARTMENT_FLAT,600,650,700,1.0,UPI,2,800
DN-12386,TIER_2,APARTMENT_FLAT,1600,1700,1900,1.0,CASH,4,2150
DN-12387,TIER_2,COMMERCIAL_SHOP,1800,1950,2200,0.7,CASH,1,2200
DN-12388,TIER_1,INDEPENDENT_HOUSE,7650,8250,8750,1.0,UPI,2,9500
DN-12389,TIER_2,APARTMENT_FLAT,1250,1300,1450,1.0,UPI,2,1650
DN-12390,TIER_1,COMMERCIAL_SHOP,3200,3600,3800,1.0,UPI,4,3950
DN-12391,TIER_2,COMMERCIAL_SHOP,2500,0,2850,0.4,CASH,2,2550
DN-12392,TIER_3,INDEPENDENT_HOUSE,1050,1150,1300,1.0,UPI,1,1350
DN-12393,TIER_3,CLINIC_PROFESSIONAL,1450,1550,1700,1.0,CASH,3,1900
DN-12394,TIER_2,APARTMENT_FLAT,2450,2750,3100,1.0,UPI,3,3350
DN-12395,TIER_2,APARTMENT_FLAT,0,0,1950,0.4,CASH,2,1700
DN-12396,TIER_3,CLINIC_PROFESSIONAL,700,750,850,1.0,CASH,3,950
DN-12397,TIER_1,COMMERCIAL_SHOP,7100,0,0,0.7,UPI,2,7000
DN-12398,TIER_2,INDEPENDENT_HOUSE,2000,2100,2200,1.0,CASH,2,2350
DN-12399,TIER_2,INDEPENDENT_HOUSE,800,900,950,1.0,UPI,1,1050
DN-12400,TIER_1,APARTMENT_FLAT,1650,1850,2100,1.0,UPI,3,2300
DN-12401,TIER_1,APARTMENT_FLAT,3350,3650,3900,1.0,CASH,2,4100
DN-12402,TIER_3,COMMERCIAL_SHOP,950,1000,1100,1.0,CASH,3,1200
DN-12403,TIER_3,INDEPENDENT_HOUSE,600,700,800,0.9,CASH,4,900
DN-12404,TIER_2,INDEPENDENT_HOUSE,1800,1900,2150,1.0,CASH,2,2300
DN-12405,TIER_3,COMMERCIAL_SHOP,0,1250,1350,0.9,CASH,2,1550
DN-12406,TIER_1,INDEPENDENT_HOUSE,3250,3600,4000,1.0,CASH,3,4450
DN-12407,TIER_2,COMMERCIAL_SHOP,2650,2950,3300,1.0,CASH,4,3700
DN-12408,TIER_2,APARTMENT_FLAT,1300,1500,1650,1.0,UPI,4,1700
DN-12409,TIER_2,COMMERCIAL_SHOP,0,2800,3150,0.7,CASH,4,3100
DN-12410,TIER_1,APARTMENT_FLAT,2850,3150,3400,1.0,CASH,4,3550
DN-12411,TIER_3,INDEPENDENT_HOUSE,600,650,750,1.0,CASH,2,850
DN-12412,TIER_2,APARTMENT_FLAT,1000,1150,1250,1.0,CASH,2,1300
DN-12413,TIER_2,APARTMENT_FLAT,1200,1300,1500,1.0,CASH,2,1650
DN-12414,TIER_2,APARTMENT_FLAT,1000,1050,1100,1.0,UPI,2,1200
DN-12415,TIER_2,APARTMENT_FLAT,1200,1300,1400,1.0,UPI,2,1550
DN-12416,TIER_2,INDEPENDENT_HOUSE,1150,1300,1400,1.0,UPI,2,1600
DN-12417,TIER_2,INDEPENDENT_HOUSE,1700,1800,1900,1.0,CASH,4,2150
DN-12418,TIER_1,APARTMENT_FLAT,0,3350,0,0.4,UPI,1,2850
DN-12419,TIER_2,APARTMENT_FLAT,1900,2100,2250,1.0,CASH,3,2450
DN-12420,TIER_2,APARTMENT_FLAT,1000,1050,1200,0.7,UPI,3,1250
DN-12421,TIER_2,COMMERCIAL_SHOP,2500,2750,2950,1.0,CASH,2,3200
DN-12422,TIER_3,INDEPENDENT_HOUSE,800,850,950,1.0,CASH,2,1050
DN-12423,TIER_1,COMMERCIAL_SHOP,3650,4050,4300,1.0,UPI,3,4800
DN-12424,TIER_1,INDEPENDENT_HOUSE,2650,2750,3050,1.0,UPI,4,3450
DN-12425,TIER_2,INDEPENDENT_HOUSE,3550,3850,4100,1.0,UPI,1,4450
DN-12426,TIER_1,APARTMENT_FLAT,900,1000,1150,1.0,CASH,2,1200
DN-12427,TIER_3,INDEPENDENT_HOUSE,950,1000,0,0.4,CASH,2,850
DN-12428,TIER_2,APARTMENT_FLAT,3450,3700,4200,1.0,CASH,2,4750
DN-12429,TIER_2,INDEPENDENT_HOUSE,2100,2300,2450,0.9,UPI,2,2800
DN-12430,TIER_1,INDEPENDENT_HOUSE,3750,0,4150,0.9,UPI,3,4500
DN-12431,TIER_2,COMMERCIAL_SHOP,3450,3900,4150,1.0,UPI,3,4400
DN-12432,TIER_2,COMMERCIAL_SHOP,0,3850,4400,0.7,CASH,2,4550
DN-12433,TIER_2,APARTMENT_FLAT,1800,2000,2250,1.0,CASH,2,2350
DN-12434,TIER_1,APARTMENT_FLAT,1650,1800,2000,1.0,CASH,2,2200
DN-12435,TIER_3,APARTMENT_FLAT,600,650,750,1.0,UPI,4,850
DN-12436,TIER_2,APARTMENT_FLAT,450,500,550,1.0,UPI,1,600
DN-12437,TIER_1,APARTMENT_FLAT,4000,4350,0,0.7,CASH,2,4650
DN-12438,TIER_1,INDEPENDENT_HOUSE,4800,5050,5500,0.7,CASH,2,5850
DN-12439,TIER_1,APARTMENT_FLAT,0,0,4300,0.7,CASH,3,4250
DN-12440,TIER_2,INDEPENDENT_HOUSE,1900,2100,2250,1.0,UPI,3,2550
DN-12441,TIER_2,INDEPENDENT_HOUSE,4400,4850,5400,0.9,CASH,3,6150
DN-12442,TIER_2,COMMERCIAL_SHOP,1700,1800,1950,0.9,CASH,2,2050
DN-12443,TIER_3,APARTMENT_FLAT,2150,2400,0,0.7,CASH,2,2550
DN-12444,TIER_2,COMMERCIAL_SHOP,2850,3150,3500,1.0,CASH,2,3950
DN-12445,TIER_2,APARTMENT_FLAT,1700,1900,2050,1.0,UPI,2,2150
DN-12446,TIER_2,APARTMENT_FLAT,1150,1250,1450,1.0,CASH,4,1500
DN-12447,TIER_2,APARTMENT_FLAT,900,950,1000,1.0,UPI,1,1100
DN-12448,TIER_1,COMMERCIAL_SHOP,16900,19150,21200,1.0,CASH,3,23800
DN-12449,TIER_1,APARTMENT_FLAT,2200,2300,2400,1.0,UPI,1,2650
DN-12450,TIER_2,COMMERCIAL_SHOP,1350,1450,1650,1.0,UPI,2,1700
DN-12451,TIER_2,APARTMENT_FLAT,1150,1300,1500,1.0,UPI,2,1600
DN-12452,TIER_1,APARTMENT_FLAT,5150,5850,6150,1.0,UPI,2,6550
DN-12453,TIER_1,INDEPENDENT_HOUSE,3050,3300,3500,1.0,CASH,2,3950
DN-12454,TIER_1,COMMERCIAL_SHOP,6800,7500,8050,1.0,CASH,2,8700
DN-12455,TIER_3,CLINIC_PROFESSIONAL,1600,1750,2000,1.0,CASH,4,2100
DN-12456,TIER_3,INDEPENDENT_HOUSE,1250,1300,1450,1.0,CASH,1,1550
DN-12457,TIER_1,COMMERCIAL_SHOP,3700,3950,4450,1.0,CASH,4,4650
DN-12458,TIER_1,INDEPENDENT_HOUSE,3000,3250,3600,1.0,UPI,2,4000
DN-12459,TIER_2,INDEPENDENT_HOUSE,3700,4100,4400,1.0,CASH,2,4700
DN-12460,TIER_1,INDEPENDENT_HOUSE,0,5500,6100,0.7,UPI,2,6000
DN-12461,TIER_2,CLINIC_PROFESSIONAL,2150,2450,2750,1.0,CASH,3,2950
DN-12462,TIER_1,INDEPENDENT_HOUSE,1850,2100,2350,0.9,CASH,3,2550
DN-12463,TIER_2,COMMERCIAL_SHOP,4300,4550,5000,0.7,CASH,2,5150
DN-12464,TIER_1,APARTMENT_FLAT,2450,2800,2950,1.0,CASH,2,3300
DN-12465,TIER_1,APARTMENT_FLAT,3750,4200,4450,0.9,UPI,2,5000
DN-12466,TIER_3,COMMERCIAL_SHOP,800,850,900,0.7,CASH,2,900
DN-12467,TIER_2,APARTMENT_FLAT,1300,1400,1600,1.0,CASH,3,1850
DN-12468,TIER_3,INDEPENDENT_HOUSE,800,900,1000,0.9,UPI,2,1050
DN-12469,TIER_3,COMMERCIAL_SHOP,2000,2150,2450,1.0,CASH,2,2750
DN-12470,TIER_2,COMMERCIAL_SHOP,5850,6150,7050,1.0,UPI,2,7900
DN-12471,TIER_2,CLINIC_PROFESSIONAL,0,5900,0,0.4,CASH,2,4750
DN-12472,TIER_1,COMMERCIAL_SHOP,13250,15050,16450,1.0,CASH,3,18750
DN-12473,TIER_1,INDEPENDENT_HOUSE,2000,2100,2350,1.0,UPI,3,2450
DN-12474,TIER_2,APARTMENT_FLAT,1100,1200,1350,0.9,CASH,4,1550
DN-12475,TIER_3,APARTMENT_FLAT,550,600,0,0.9,CASH,4,650
DN-12476,TIER_3,APARTMENT_FLAT,700,750,800,1.0,UPI,2,850
DN-12477,TIER_1,INDEPENDENT_HOUSE,0,8950,10100,0.9,UPI,1,10850
DN-12478,TIER_3,APARTMENT_FLAT,1000,0,1100,0.7,CASH,2,1200
DN-12479,TIER_1,INDEPENDENT_HOUSE,3100,3500,3900,1.0,UPI,1,4400
DN-12480,TIER_2,INDEPENDENT_HOUSE,2200,2350,2500,0.9,CASH,3,2750
DN-12481,TIER_2,APARTMENT_FLAT,1500,0,0,0.4,CASH,1,1250
DN-12482,TIER_3,INDEPENDENT_HOUSE,750,800,900,1.0,CASH,2,950
DN-12483,TIER_2,INDEPENDENT_HOUSE,1050,1100,1200,1.0,CASH,2,1250
DN-12484,TIER_1,APARTMENT_FLAT,1800,2050,2300,1.0,UPI,1,2400
DN-12485,TIER_3,APARTMENT_FLAT,1000,1100,1250,1.0,CASH,2,1400
DN-12486,TIER_3,APARTMENT_FLAT,650,700,800,1.0,UPI,1,850
DN-12487,TIER_1,INDEPENDENT_HOUSE,6950,7600,8550,1.0,UPI,2,9600
DN-12488,TIER_2,APARTMENT_FLAT,1850,2000,2150,1.0,UPI,1,2400
DN-12489,TIER_2,COMMERCIAL_SHOP,1150,1200,1250,1.0,CASH,2,1450
DN-12490,TIER_1,APARTMENT_FLAT,2200,2500,2750,1.0,UPI,1,3050
DN-12491,TIER_1,APARTMENT_FLAT,2750,3000,3350,1.0,UPI,2,3650
DN-12492,TIER_3,APARTMENT_FLAT,650,750,850,0.7,CASH,2,900
DN-12493,TIER_2,APARTMENT_FLAT,1150,1200,1350,1.0,UPI,2,1500
DN-12494,TIER_2,INDEPENDENT_HOUSE,1950,2200,2450,0.7,UPI,3,2450
DN-12495,TIER_2,COMMERCIAL_SHOP,5650,6300,7050,0.9,UPI,3,7450
DN-12496,TIER_1,INDEPENDENT_HOUSE,3650,4050,4450,1.0,UPI,2,4950
DN-12497,TIER_2,INDEPENDENT_HOUSE,2150,2400,0,0.7,CASH,4,2350
DN-12498,TIER_1,APARTMENT_FLAT,0,3250,3550,0.9,CASH,4,3950
DN-12499,TIER_1,COMMERCIAL_SHOP,8000,8650,9300,1.0,CASH,4,10600
DN-12500,TIER_2,COMMERCIAL_SHOP,1900,2050,2200,0.9,CASH,4,2300
DN-12501,TIER_2,INDEPENDENT_HOUSE,1400,1450,1650,1.0,CASH,1,1850
DN-12502,TIER_3,APARTMENT_FLAT,1850,2100,2350,1.0,CASH,1,2550
DN-12503,TIER_2,APARTMENT_FLAT,1200,1250,1350,0.9,CASH,4,1400
DN-12504,TIER_3,CLINIC_PROFESSIONAL,0,0,0,0.4,UPI,2,800
DN-12505,TIER_3,COMMERCIAL_SHOP,1750,1900,2100,0.7,UPI,4,2100
DN-12506,TIER_2,INDEPENDENT_HOUSE,1850,2100,2250,1.0,UPI,3,2350
DN-12507,TIER_2,APARTMENT_FLAT,1500,1600,1850,1.0,UPI,1,2000
DN-12508,TIER_1,INDEPENDENT_HOUSE,1550,1650,1800,1.0,CASH,2,2050
DN-12509,TIER_2,INDEPENDENT_HOUSE,950,1050,1100,1.0,CASH,1,1200
DN-12510,TIER_2,APARTMENT_FLAT,850,900,1050,1.0,CASH,1,1100
DN-12511,TIER_2,COMMERCIAL_SHOP,1000,1100,1250,1.0,CASH,4,1350
DN-12512,TIER_1,APARTMENT_FLAT,4050,4600,5100,0.7,CASH,2,5250
DN-12513,TIER_1,APARTMENT_FLAT,3000,3150,3400,1.0,CASH,2,3600
DN-12514,TIER_3,CLINIC_PROFESSIONAL,1050,1150,1250,1.0,CASH,3,1350
DN-12515,TIER_3,COMMERCIAL_SHOP,1500,1700,1950,1.0,UPI,2,2200
DN-12516,TIER_2,INDEPENDENT_HOUSE,0,1150,1300,0.4,CASH,4,1100
DN-12517,TIER_1,INDEPENDENT_HOUSE,6950,7250,8150,0.9,UPI,3,9200
DN-12518,TIER_3,INDEPENDENT_HOUSE,1050,1200,0,0.4,CASH,2,1050
DN-12519,TIER_2,APARTMENT_FLAT,1300,1500,1700,0.9,UPI,3,1950
DN-12520,TIER_3,APARTMENT_FLAT,1150,1250,1400,1.0,CASH,3,1600
DN-12521,TIER_3,COMMERCIAL_SHOP,1400,1550,1700,1.0,CASH,1,1850
DN-12522,TIER_3,COMMERCIAL_SHOP,1000,1100,1200,0.9,UPI,3,1300
DN-12523,TIER_1,INDEPENDENT_HOUSE,1400,1450,1600,1.0,UPI,2,1750
DN-12524,TIER_2,INDEPENDENT_HOUSE,1650,1850,1950,0.9,UPI,1,2200
DN-12525,TIER_2,COMMERCIAL_SHOP,2150,2400,2600,1.0,CASH,3,2950
DN-12526,TIER_1,COMMERCIAL_SHOP,0,4100,4550,0.4,CASH,3,4000
DN-12527,TIER_2,APARTMENT_FLAT,1200,1350,1550,1.0,CASH,3,1750
DN-12528,TIER_2,INDEPENDENT_HOUSE,2300,2600,2850,1.0,UPI,2,3050
DN-12529,TIER_1,APARTMENT_FLAT,2350,2600,3000,1.0,UPI,2,3200
DN-12530,TIER_1,INDEPENDENT_HOUSE,6450,7250,8100,1.0,UPI,2,8750
DN-12531,TIER_1,APARTMENT_FLAT,3550,3900,4400,1.0,UPI,2,4650
DN-12532,TIER_1,APARTMENT_FLAT,5950,6250,6750,1.0,UPI,4,7250
DN-12533,TIER_2,APARTMENT_FLAT,1500,1650,1750,1.0,UPI,2,1950
DN-12534,TIER_1,APARTMENT_FLAT,0,0,1850,0.7,CASH,2,1850
DN-12535,TIER_3,CLINIC_PROFESSIONAL,1150,1200,0,0.7,CASH,4,1250
DN-12536,TIER_2,INDEPENDENT_HOUSE,1100,1150,1250,1.0,UPI,3,1400
DN-12537,TIER_1,COMMERCIAL_SHOP,4700,0,5050,0.7,CASH,2,5150
DN-12538,TIER_2,COMMERCIAL_SHOP,3250,3600,3800,1.0,CASH,3,4350
DN-12539,TIER_3,APARTMENT_FLAT,500,550,600,1.0,UPI,3,700
DN-12540,TIER_1,COMMERCIAL_SHOP,7100,7650,8150,1.0,UPI,2,9300
DN-12541,TIER_2,INDEPENDENT_HOUSE,3550,3950,4550,1.0,UPI,2,4950
DN-12542,TIER_1,INDEPENDENT_HOUSE,3650,4000,4550,1.0,CASH,2,4750
DN-12543,TIER_3,INDEPENDENT_HOUSE,1200,0,1300,0.7,UPI,4,1400
DN-12544,TIER_1,COMMERCIAL_SHOP,7450,8100,8700,0.7,UPI,1,9150
DN-12545,TIER_1,APARTMENT_FLAT,2000,2150,2450,1.0,UPI,3,2750
DN-12546,TIER_2,INDEPENDENT_HOUSE,1200,1350,1450,1.0,CASH,2,1650
